UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
2871,M02871,M,299.17,309.711,1688.914,33.984,260.0,0,0,0,0,0,0
2872,M02872,L,299.474,309.497,1181.927,46.962,48.732,0,0,0,0,0,0
2873,M02873,L,297.851,308.411,1569.915,52.424,9.973,0,0,0,0,0,0
2874,M02874,L,301.496,311.151,1321.085,29.426,142.339,0,0,0,0,0,0
2875,M02875,L,299.562,311.798,1700.046,30.687,148.614,0,0,0,0,0,0
2876,M02876,L,298.728,307.925,1909.311,46.941,152.064,0,0,0,0,0,0
2877,M02877,L,299.349,312.579,1100.0,35.908,181.478,1,1,0,0,0,0
2878,M02878,L,300.71,312.201,1355.691,45.528,108.683,0,0,0,0,0,0
2879,M02879,M,300.146,311.145,1558.03,35.774,109.691,0,0,0,0,0,0
2880,M02880,L,298.598,307.349,1499.154,45.77,79.875,0,0,0,0,0,0
2881,M02881,L,300.251,311.343,1706.723,26.263,129.576,0,0,0,0,0,0
2882,M02882,L,299.899,310.623,1517.394,45.493,157.935,0,0,0,0,0,0
2883,M02883,M,297.721,305.178,1383.457,19.008,183.474,1,1,0,0,0,0
2884,M02884,L,299.423,307.737,1275.527,49.253,57.154,0,0,0,0,0,0
2885,M02885,M,301.159,311.588,1238.522,39.66,32.764,0,0,0,0,0,0
2886,M02886,L,301.144,310.984,1336.595,44.412,181.949,0,0,0,0,0,0
2887,M02887,L,299.54,308.92,1375.678,42.371,82.969,0,0,0,0,0,0
2888,M02888,H,301.354,312.648,1584.426,22.942,51.039,0,0,0,0,0,0
2889,M02889,L,298.04,306.98,1465.52,53.668,0.0,0,0,0,0,0,0
2890,M02890,L,298.102,307.556,1356.803,43.345,218.518,0,0,0,0,0,0
2891,M02891,L,299.497,308.721,1277.95,47.563,139.296,0,0,0,0,0,0
2892,M02892,H,302.995,313.607,1345.422,32.008,158.184,0,0,0,0,0,0
2893,M02893,M,300.327,308.263,1375.913,42.408,150.619,0,0,0,0,0,0
2894,M02894,M,299.449,308.852,1335.412,26.901,134.878,0,0,0,0,0,0
2895,M02895,H,303.088,311.021,1648.085,41.492,118.375,0,0,0,0,0,0
2896,M02896,L,299.426,309.051,1800.97,30.604,115.08,0,0,0,0,0,0
2897,M02897,H,304.469,315.337,1241.266,80.0,51.616,1,0,1,0,0,0
2898,M02898,L,298.977,309.867,1746.236,46.052,0.0,0,0,0,0,0,0
2899,M02899,M,297.977,307.103,1652.512,53.309,260.0,0,0,0,0,0,0
2900,M02900,L,299.667,310.307,1539.571,37.504,122.658,0,0,0,0,0,0
2901,M02901,L,299.502,309.28,1835.866,43.99,89.372,0,0,0,0,0,0
2902,M02902,H,298.385,310.018,1462.541,49.053,63.933,0,0,0,0,0,0
2903,M02903,L,305.204,315.048,1588.417,29.272,193.471,1,1,0,0,0,0
2904,M02904,H,300.637,307.07,1527.219,33.274,130.131,0,0,0,0,0,0
2905,M02905,L,300.928,312.002,1510.857,49.725,59.562,1,0,0,0,0,1
2906,M02906,M,299.076,308.525,1600.98,37.819,98.75,0,0,0,0,0,0
2907,M02907,H,298.845,308.516,1510.213,32.523,141.791,0,0,0,0,0,0
2908,M02908,L,302.051,312.454,1602.546,33.69,92.936,0,0,0,0,0,0
2909,M02909,H,296.648,304.939,1352.64,27.775,177.056,0,0,0,0,0,0
2910,M02910,M,297.714,307.804,1359.512,20.407,260.0,1,1,0,0,0,0
2911,M02911,M,299.505,310.147,1351.641,23.039,90.463,0,0,0,0,0,0
2912,M02912,L,302.702,313.139,1419.745,40.457,100.054,0,0,0,0,0,0
2913,M02913,M,299.251,308.532,1722.923,46.716,61.905,0,0,0,0,0,0
2914,M02914,M,300.832,312.023,1398.315,65.189,109.255,1,0,1,0,0,0
2915,M02915,L,300.055,308.858,1643.541,39.586,0.0,0,0,0,0,0,0
2916,M02916,L,302.593,311.842,1558.398,27.2,196.954,1,1,0,0,0,0
2917,M02917,L,296.831,306.667,1402.887,39.715,26.608,0,0,0,0,0,0
2918,M02918,H,301.472,311.826,1788.02,47.029,63.559,0,0,0,0,0,0
2919,M02919,L,299.602,309.213,1661.944,50.302,125.867,0,0,0,0,0,0
2920,M02920,M,301.85,313.324,1500.392,49.331,216.42,0,0,0,0,0,0
2921,M02921,H,298.361,308.716,1482.15,45.728,60.202,0,0,0,0,0,0
2922,M02922,L,300.049,310.14,1520.62,40.953,106.933,0,0,0,0,0,0
2923,M02923,L,299.795,310.107,1163.502,47.368,140.547,0,0,0,0,0,0
2924,M02924,M,297.995,308.875,1318.509,28.152,72.99,0,0,0,0,0,0
2925,M02925,L,297.439,307.728,1601.753,19.918,111.566,0,0,0,0,0,0
2926,M02926,M,298.839,306.668,1151.756,60.933,8.665,1,0,1,0,0,0
2927,M02927,M,300.26,311.567,1335.523,39.53,83.062,0,0,0,0,0,0
2928,M02928,M,298.486,308.63,1413.64,45.339,206.132,1,1,0,0,0,0
2929,M02929,L,299.34,310.162,2138.804,11.983,177.097,0,0,0,0,0,0
2930,M02930,M,296.228,305.741,1648.222,55.449,88.936,0,0,0,0,0,0
2931,M02931,M,299.259,307.067,1741.415,51.559,49.085,0,0,0,0,0,0
2932,M02932,L,302.047,309.312,1322.868,24.344,105.135,0,0,0,0,0,0
2933,M02933,M,301.41,310.277,1579.652,36.827,17.544,0,0,0,0,0,0
2934,M02934,H,299.826,310.447,1112.762,42.662,106.226,0,0,0,0,0,0
2935,M02935,M,300.487,312.045,1427.265,27.362,91.297,0,0,0,0,0,0
2936,M02936,L,298.343,308.706,1611.181,44.888,88.738,0,0,0,0,0,0
2937,M02937,L,303.249,311.986,1188.133,50.456,110.119,0,0,0,0,0,0
2938,M02938,L,304.136,313.195,1586.49,43.242,157.574,0,0,0,0,0,0
2939,M02939,L,300.33,311.963,1604.736,24.338,47.295,0,0,0,0,0,0
2940,M02940,L,305.181,313.608,1367.449,29.633,187.036,0,0,0,0,0,0
2941,M02941,H,298.64,311.162,1316.343,38.762,198.767,0,0,0,0,0,0
2942,M02942,L,297.498,309.749,1342.647,37.504,260.0,1,1,0,0,0,0
2943,M02943,H,298.581,311.142,1423.671,37.707,140.743,0,0,0,0,0,0
2944,M02944,L,299.561,310.018,1430.31,37.353,223.112,0,0,0,0,0,0
2945,M02945,L,304.624,314.214,1612.114,21.96,188.351,0,0,0,0,0,0
2946,M02946,L,299.438,309.865,1382.431,48.057,133.331,1,0,0,0,0,1
2947,M02947,L,298.281,309.371,1852.468,46.273,34.805,0,0,0,0,0,0
2948,M02948,M,298.203,307.422,1850.872,45.224,182.668,0,0,0,0,0,0
2949,M02949,H,302.28,310.959,1551.964,44.297,136.781,0,0,0,0,0,0
2950,M02950,H,301.995,311.654,1424.18,37.159,245.115,0,0,0,0,0,0
2951,M02951,L,299.029,308.102,1382.678,33.929,171.815,0,0,0,0,0,0
2952,M02952,M,296.248,307.737,1569.687,29.824,193.907,0,0,0,0,0,0
2953,M02953,L,297.743,307.003,1608.177,55.429,79.518,0,0,0,0,0,0
2954,M02954,H,303.442,313.557,1455.779,39.795,137.121,0,0,0,0,0,0
2955,M02955,M,301.378,312.557,1413.512,23.394,0.0,0,0,0,0,0,0
2956,M02956,L,300.131,311.667,1577.604,39.708,158.815,0,0,0,0,0,0
2957,M02957,L,303.738,313.988,1515.189,19.157,205.244,0,0,0,0,0,0
2958,M02958,L,303.917,314.378,1374.133,42.48,217.435,0,0,0,0,0,0
2959,M02959,L,299.928,308.708,1524.869,41.43,95.155,0,0,0,0,0,0
2960,M02960,H,299.965,311.193,1366.841,34.581,0.0,0,0,0,0,0,0
2961,M02961,M,298.836,310.352,1334.635,30.605,82.368,0,0,0,0,0,0
2962,M02962,H,299.431,307.186,1498.905,45.624,114.551,0,0,0,0,0,0
2963,M02963,L,297.027,309.143,1373.573,39.17,148.617,0,0,0,0,0,0
2964,M02964,M,297.019,306.178,1338.74,20.583,0.0,0,0,0,0,0,0
2965,M02965,L,296.555,307.268,1730.057,52.039,112.681,0,0,0,0,0,0
2966,M02966,M,302.169,312.262,1413.715,30.602,47.375,0,0,0,0,0,0
2967,M02967,L,296.877,306.805,1905.54,26.818,221.256,1,0,0,0,1,0
2968,M02968,L,303.9,313.652,1637.861,53.587,0.0,0,0,0,0,0,0
2969,M02969,M,298.539,307.348,1319.445,50.596,190.889,0,0,0,0,0,0
2970,M02970,L,303.475,314.103,1755.147,35.795,108.833,0,0,0,0,0,0
2971,M02971,L,299.27,308.927,1342.344,27.475,0.0,0,0,0,0,0,0
2972,M02972,M,296.868,305.296,1934.136,30.903,237.42,1,0,0,0,1,0
2973,M02973,L,302.568,311.326,1549.762,35.625,214.515,0,0,0,0,0,0
2974,M02974,H,302.804,311.253,1619.365,52.162,207.5,1,1,0,0,0,0
2975,M02975,M,298.188,307.558,1506.81,52.95,126.518,0,0,0,0,0,0
2976,M02976,H,299.337,309.919,1558.494,41.66,72.991,0,0,0,0,0,0
2977,M02977,M,298.188,307.335,1449.596,46.501,124.557,0,0,0,0,0,0
2978,M02978,M,299.759,310.929,1296.322,37.906,158.223,0,0,0,0,0,0
2979,M02979,M,300.216,310.073,1574.729,31.272,82.03,0,0,0,0,0,0
2980,M02980,H,299.297,308.95,1725.456,24.994,59.953,0,0,0,0,0,0
2981,M02981,M,296.362,306.382,1238.059,43.229,154.52,0,0,0,0,0,0
2982,M02982,L,298.838,310.512,1838.904,49.004,133.679,0,0,0,0,0,0
2983,M02983,L,301.407,309.761,1632.25,34.893,184.816,0,0,0,0,0,0
2984,M02984,M,299.582,311.57,1403.88,51.875,226.613,0,0,0,0,0,0
2985,M02985,L,299.345,310.497,1399.949,36.151,179.944,0,0,0,0,0,0
2986,M02986,L,298.138,308.112,1910.116,40.837,39.339,0,0,0,0,0,0
2987,M02987,L,298.78,310.2,1706.519,37.789,119.09,0,0,0,0,0,0
2988,M02988,M,302.818,312.431,1750.811,52.365,147.089,0,0,0,0,0,0
2989,M02989,L,297.72,308.063,1444.766,44.927,176.644,0,0,0,0,0,0
2990,M02990,M,301.442,310.792,1622.213,39.416,180.067,0,0,0,0,0,0
2991,M02991,M,300.094,311.254,1576.863,40.766,115.937,0,0,0,0,0,0
2992,M02992,H,300.49,309.641,1461.577,28.111,85.67,0,0,0,0,0,0
2993,M02993,L,298.535,308.474,1524.037,17.666,190.608,0,0,0,0,0,0
2994,M02994,M,299.296,310.111,1744.211,34.685,146.434,0,0,0,0,0,0
2995,M02995,M,299.989,311.246,1851.91,38.06,139.704,0,0,0,0,0,0
2996,M02996,L,298.959,307.973,1444.671,45.313,70.674,0,0,0,0,0,0
2997,M02997,M,300.663,311.567,1211.128,38.369,260.0,0,0,0,0,0,0
2998,M02998,L,300.915,309.736,1861.59,35.308,137.433,0,0,0,0,0,0
2999,M02999,H,304.345,311.765,1864.355,10.524,113.923,0,0,0,0,0,0
3000,M03000,L,300.556,309.659,1588.085,45.272,137.437,0,0,0,0,0,0
3001,M03001,H,296.176,307.177,1894.379,42.11,110.786,0,0,0,0,0,0
3002,M03002,M,302.326,312.311,1572.075,48.138,29.787,0,0,0,0,0,0
3003,M03003,L,299.592,308.95,1300.007,40.273,140.907,0,0,0,0,0,0
3004,M03004,M,304.024,314.09,1211.331,51.469,18.388,0,0,0,0,0,0
3005,M03005,L,302.942,312.969,1209.229,34.495,127.217,0,0,0,0,0,0
3006,M03006,M,298.989,309.736,1501.003,39.594,8.476,1,0,0,0,0,1
3007,M03007,M,301.444,309.51,1397.426,42.405,0.0,0,0,0,0,0,0
3008,M03008,L,298.812,308.689,1372.652,46.599,162.91,0,0,0,0,0,0
3009,M03009,L,300.005,310.155,1476.481,44.164,42.745,0,0,0,0,0,0
3010,M03010,M,301.352,309.714,1688.754,44.776,150.395,0,0,0,0,0,0
3011,M03011,L,302.226,310.571,1379.658,42.688,131.853,0,0,0,0,0,0
3012,M03012,H,301.79,311.353,1342.613,38.073,130.281,0,0,0,0,0,0
3013,M03013,M,300.15,310.16,1394.178,49.013,76.106,0,0,0,0,0,0
3014,M03014,M,304.967,314.981,1702.604,23.257,110.829,0,0,0,0,0,0
3015,M03015,L,299.27,308.602,1484.596,33.708,74.058,0,0,0,0,0,0
3016,M03016,M,296.786,306.069,1561.58,55.918,186.137,0,0,0,0,0,0
3017,M03017,H,297.171,306.696,1841.665,33.274,86.189,0,0,0,0,0,0
3018,M03018,L,302.948,313.306,2125.52,39.218,102.612,0,0,0,0,0,0
3019,M03019,L,299.847,311.34,1640.885,53.878,172.13,0,0,0,0,0,0
3020,M03020,L,300.318,307.654,1619.098,38.739,76.493,0,0,0,0,0,0
3021,M03021,L,298.915,309.663,1239.404,31.661,0.0,0,0,0,0,0,0
3022,M03022,M,299.095,308.961,1581.073,51.984,45.733,0,0,0,0,0,0
3023,M03023,L,298.426,309.057,1513.639,37.107,193.904,0,0,0,0,0,0
3024,M03024,M,300.942,312.365,1696.295,37.79,125.782,0,0,0,0,0,0
3025,M03025,L,299.805,308.899,1413.794,20.196,140.451,0,0,0,0,0,0
3026,M03026,L,300.87,312.003,1544.158,38.727,140.701,0,0,0,0,0,0
3027,M03027,L,300.679,309.174,1633.151,46.83,245.178,0,0,0,0,0,0
3028,M03028,H,299.148,309.301,1917.679,35.691,0.0,0,0,0,0,0,0
3029,M03029,M,297.083,306.792,1844.03,27.186,111.054,0,0,0,0,0,0
3030,M03030,L,296.908,306.964,1778.536,35.195,122.104,0,0,0,0,0,0
3031,M03031,M,306.053,314.866,1659.966,33.848,118.581,0,0,0,0,0,0
3032,M03032,L,302.956,313.481,1405.108,37.464,175.965,0,0,0,0,0,0
3033,M03033,L,302.68,314.584,1659.839,34.824,177.741,0,0,0,0,0,0
3034,M03034,L,298.651,307.485,1330.101,56.646,104.868,1,0,1,0,0,0
3035,M03035,H,300.019,310.247,1454.632,43.024,1.734,0,0,0,0,0,0
3036,M03036,M,298.369,309.396,1891.241,22.598,260.0,1,0,0,0,1,0
3037,M03037,M,297.376,307.02,1618.356,40.715,119.563,0,0,0,0,0,0
3038,M03038,L,298.822,310.455,1549.943,39.6,126.124,0,0,0,0,0,0
3039,M03039,L,302.652,312.137,1578.256,51.945,208.36,0,0,0,0,0,0
3040,M03040,M,301.681,311.542,1479.358,38.44,92.47,0,0,0,0,0,0
3041,M03041,L,298.06,306.868,1100.0,38.153,210.42,0,0,0,0,0,0
3042,M03042,H,299.37,309.522,1221.835,58.63,98.541,1,0,1,0,0,0
3043,M03043,M,301.498,311.502,1635.792,29.312,248.037,0,0,0,0,0,0
3044,M03044,L,298.858,309.621,1297.48,47.977,151.872,0,0,0,0,0,0
3045,M03045,M,300.159,309.396,1476.331,40.639,72.718,0,0,0,0,0,0
3046,M03046,H,300.804,309.985,1229.963,34.991,260.0,0,0,0,0,0,0
3047,M03047,L,300.782,311.337,1341.898,33.519,162.168,0,0,0,0,0,0
3048,M03048,M,300.508,312.185,1499.062,53.584,77.379,0,0,0,0,0,0
3049,M03049,H,298.693,309.447,1703.249,44.653,21.501,0,0,0,0,0,0
3050,M03050,L,298.898,311.115,1747.352,46.011,168.83,0,0,0,0,0,0
3051,M03051,H,297.733,308.399,1338.38,48.898,216.885,0,0,0,0,0,0
3052,M03052,L,296.877,307.5,1567.475,43.419,147.094,0,0,0,0,0,0
3053,M03053,M,299.771,310.586,1186.406,29.39,143.105,0,0,0,0,0,0
3054,M03054,M,301.633,313.418,1512.41,24.283,229.103,1,1,0,0,0,0
3055,M03055,M,297.239,308.725,1709.73,55.396,161.883,0,0,0,0,0,0
3056,M03056,L,300.546,309.244,1485.25,42.08,73.947,0,0,0,0,0,0
3057,M03057,M,301.569,312.53,1789.451,40.793,76.954,0,0,0,0,0,0
3058,M03058,L,296.327,306.645,1684.122,58.046,158.89,0,0,0,0,0,0
3059,M03059,L,299.459,309.226,1553.091,29.356,155.149,0,0,0,0,0,0
3060,M03060,L,303.292,311.165,1445.065,14.765,196.157,0,0,0,0,0,0
3061,M03061,M,301.104,309.256,1382.447,21.884,145.804,0,0,0,0,0,0
3062,M03062,L,296.259,305.822,1179.247,34.691,167.591,0,0,0,0,0,0
3063,M03063,L,301.317,309.559,1215.065,41.172,144.368,0,0,0,0,0,0
3064,M03064,H,298.505,308.092,1718.886,53.916,187.497,0,0,0,0,0,0
3065,M03065,L,301.383,312.24,1833.012,48.432,172.209,0,0,0,0,0,0
3066,M03066,L,298.62,307.923,1262.172,14.382,101.916,0,0,0,0,0,0
3067,M03067,L,299.894,309.994,1515.001,68.007,106.814,0,0,0,0,0,0
3068,M03068,L,298.925,307.641,1153.616,35.895,142.674,0,0,0,0,0,0
3069,M03069,M,300.006,310.365,1285.108,52.278,127.845,0,0,0,0,0,0
3070,M03070,L,298.865,309.475,1557.162,45.46,211.997,0,0,0,0,0,0
3071,M03071,L,299.553,307.845,1385.887,40.053,134.834,0,0,0,0,0,0
3072,M03072,H,297.649,306.747,1100.0,37.629,20.361,0,0,0,0,0,0
3073,M03073,H,300.981,309.461,1878.15,28.876,37.262,0,0,0,0,0,0
3074,M03074,M,300.351,310.962,1489.188,27.121,103.261,0,0,0,0,0,0
3075,M03075,H,296.767,306.964,1257.031,38.338,170.525,0,0,0,0,0,0
3076,M03076,H,301.986,311.926,1528.168,26.118,69.232,0,0,0,0,0,0
3077,M03077,L,299.647,309.493,1482.209,56.479,165.593,0,0,0,0,0,0
3078,M03078,M,300.324,310.711,1592.802,40.969,66.307,0,0,0,0,0,0
3079,M03079,M,301.529,311.941,1425.232,60.927,131.114,1,0,1,0,0,0
3080,M03080,L,300.656,310.062,1569.137,35.644,149.017,0,0,0,0,0,0
3081,M03081,L,302.33,311.568,1707.6,34.095,39.97,0,0,0,0,0,0
3082,M03082,L,299.413,309.343,1209.999,45.909,147.694,0,0,0,0,0,0
3083,M03083,M,302.069,311.841,1347.484,37.407,233.089,0,0,0,0,0,0
3084,M03084,M,300.246,312.719,1684.638,49.731,106.172,0,0,0,0,0,0
3085,M03085,M,301.015,310.555,1378.695,54.382,125.351,0,0,0,0,0,0
3086,M03086,L,300.807,311.155,1482.032,50.992,137.737,0,0,0,0,0,0
3087,M03087,L,302.481,313.041,1396.514,53.644,126.344,0,0,0,0,0,0
3088,M03088,L,301.443,313.123,1410.234,48.176,121.683,0,0,0,0,0,0
3089,M03089,M,299.114,308.141,1391.554,34.509,116.274,0,0,0,0,0,0
3090,M03090,H,298.717,310.325,1223.089,51.399,10.28,0,0,0,0,0,0
3091,M03091,H,299.9,309.724,1601.023,46.976,151.706,0,0,0,0,0,0
3092,M03092,H,298.48,311.481,1733.707,33.823,44.752,0,0,0,0,0,0
3093,M03093,H,297.896,308.331,1461.172,35.091,146.354,0,0,0,0,0,0
3094,M03094,H,295.744,304.269,1708.882,39.082,169.082,0,0,0,0,0,0
3095,M03095,L,296.901,306.665,1391.962,51.115,148.483,0,0,0,0,0,0
3096,M03096,L,303.971,315.574,1378.975,41.169,58.143,0,0,0,0,0,0
3097,M03097,L,298.687,308.785,1590.353,39.944,142.079,0,0,0,0,0,0
3098,M03098,L,303.807,313.735,1594.022,38.408,105.045,0,0,0,0,0,0
3099,M03099,L,300.806,311.669,1475.193,36.467,78.709,0,0,0,0,0,0
3100,M03100,L,299.9,309.486,1648.849,28.361,260.0,0,0,0,0,0,0
3101,M03101,H,296.999,306.746,1216.865,47.952,57.127,0,0,0,0,0,0
3102,M03102,L,300.009,308.876,1433.126,29.826,154.631,0,0,0,0,0,0
3103,M03103,H,303.784,315.859,1712.26,40.676,226.804,0,0,0,0,0,0
3104,M03104,M,303.115,311.648,1711.668,35.911,146.795,0,0,0,0,0,0
3105,M03105,M,300.548,310.752,1683.926,47.663,76.941,0,0,0,0,0,0
3106,M03106,M,297.703,308.279,1724.563,36.58,81.412,0,0,0,0,0,0
3107,M03107,L,298.086,308.069,1418.041,29.938,22.213,0,0,0,0,0,0
3108,M03108,M,298.295,306.79,1124.856,49.893,126.543,0,0,0,0,0,0
3109,M03109,L,302.556,311.358,1443.067,31.74,129.117,0,0,0,0,0,0
3110,M03110,H,303.263,313.89,1639.919,41.547,102.452,0,0,0,0,0,0
3111,M03111,L,300.392,309.456,1675.876,52.738,219.667,0,0,0,0,0,0
3112,M03112,L,299.394,306.907,1384.22,32.699,117.387,0,0,0,0,0,0
3113,M03113,M,303.097,313.562,1287.037,38.965,11.498,0,0,0,0,0,0
3114,M03114,M,298.043,306.996,1308.928,35.688,226.153,0,0,0,0,0,0
3115,M03115,L,300.104,310.861,1380.393,41.314,39.608,0,0,0,0,0,0
3116,M03116,M,300.926,310.684,1100.0,39.315,158.329,0,0,0,0,0,0
3117,M03117,L,298.274,307.975,1384.028,49.204,167.508,0,0,0,0,0,0
3118,M03118,M,298.728,308.791,1510.533,33.793,117.319,0,0,0,0,0,0
3119,M03119,L,298.573,307.206,1478.465,52.742,188.259,1,1,0,0,0,0
3120,M03120,L,302.833,311.843,1427.34,56.047,128.329,1,0,1,0,0,0
3121,M03121,L,303.829,313.517,1348.363,42.565,97.79,0,0,0,0,0,0
3122,M03122,L,300.23,308.856,1373.982,32.099,0.0,0,0,0,0,0,0
3123,M03123,L,299.464,310.32,1377.873,39.589,1.751,0,0,0,0,0,0
3124,M03124,L,298.8,308.431,1655.206,38.751,260.0,0,0,0,0,0,0
3125,M03125,L,300.003,308.264,1499.796,57.724,174.485,0,0,0,0,0,0
3126,M03126,L,298.9,308.229,2196.705,38.968,210.966,1,0,0,0,1,0
3127,M03127,M,299.806,309.927,1426.886,53.828,260.0,0,0,0,0,0,0
3128,M03128,L,300.826,310.291,1596.332,41.115,97.985,0,0,0,0,0,0
3129,M03129,M,299.189,309.669,1431.793,40.458,113.508,0,0,0,0,0,0
3130,M03130,H,299.621,310.31,1426.446,36.456,7.887,0,0,0,0,0,0
3131,M03131,L,299.629,312.511,1843.722,37.389,103.12,0,0,0,0,0,0
3132,M03132,H,299.365,310.746,1719.461,48.897,101.283,0,0,0,0,0,0
3133,M03133,L,299.117,307.153,1113.968,32.694,96.041,0,0,0,0,0,0
3134,M03134,L,301.524,311.092,1275.044,49.597,197.008,0,0,0,0,0,0
3135,M03135,M,296.459,306.139,1470.027,54.409,173.504,0,0,0,0,0,0
3136,M03136,M,303.149,313.839,1386.235,34.082,187.85,0,0,0,0,0,0
3137,M03137,H,300.271,309.151,1168.168,52.08,38.04,0,0,0,0,0,0
3138,M03138,L,301.22,310.583,1525.477,50.482,125.429,0,0,0,0,0,0
3139,M03139,M,301.45,309.957,1100.0,48.692,147.46,0,0,0,0,0,0
3140,M03140,L,298.584,307.861,1527.886,33.639,254.169,0,0,0,0,0,0
3141,M03141,L,298.171,307.493,1660.595,38.806,131.577,0,0,0,0,0,0
3142,M03142,L,297.935,307.56,1692.002,38.792,111.946,0,0,0,0,0,0
3143,M03143,H,299.506,308.082,1468.251,60.907,199.468,0,0,0,0,0,0
3144,M03144,L,301.398,312.577,1832.379,39.899,105.326,0,0,0,0,0,0
3145,M03145,H,298.832,309.399,1572.958,38.167,156.308,0,0,0,0,0,0
3146,M03146,M,301.216,309.477,1686.082,28.521,154.234,0,0,0,0,0,0
3147,M03147,M,295.264,305.295,1338.022,30.281,86.997,0,0,0,0,0,0
3148,M03148,M,299.229,307.351,1834.76,33.159,75.007,0,0,0,0,0,0
3149,M03149,H,302.334,313.945,1499.349,43.613,117.79,0,0,0,0,0,0
3150,M03150,L,299.658,311.595,1846.89,25.759,89.703,0,0,0,0,0,0
3151,M03151,L,298.342,308.275,1798.794,33.341,15.118,0,0,0,0,0,0
3152,M03152,M,298.686,307.663,1556.68,21.39,170.506,0,0,0,0,0,0
3153,M03153,L,293.944,303.147,1589.251,54.019,159.924,0,0,0,0,0,0
3154,M03154,L,297.976,307.432,1460.414,41.064,68.005,0,0,0,0,0,0
3155,M03155,L,302.114,311.986,1319.78,43.104,61.214,0,0,0,0,0,0
3156,M03156,L,298.835,310.479,1630.944,29.1,154.203,0,0,0,0,0,0
3157,M03157,L,299.071,310.218,1619.689,51.613,242.646,0,0,0,0,0,0
3158,M03158,L,295.336,306.502,1143.892,55.031,191.454,1,0,1,0,0,0
3159,M03159,H,296.738,306.943,1481.789,40.669,204.045,0,0,0,0,0,0
3160,M03160,L,302.38,310.996,1690.963,35.209,98.687,0,0,0,0,0,0
3161,M03161,H,301.235,310.311,1822.462,45.522,149.082,0,0,0,0,0,0
3162,M03162,H,297.405,307.478,1659.57,47.348,110.732,0,0,0,0,0,0
3163,M03163,L,298.739,307.298,1166.201,48.703,69.175,0,0,0,0,0,0
3164,M03164,M,299.942,310.306,1268.022,46.639,133.696,0,0,0,0,0,0
3165,M03165,M,297.608,308.574,1423.881,49.64,59.257,0,0,0,0,0,0
3166,M03166,M,295.992,306.646,1807.739,33.074,67.84,0,0,0,0,0,0
3167,M03167,L,299.682,310.288,1366.443,49.119,88.843,0,0,0,0,0,0
3168,M03168,L,301.145,308.906,1732.892,35.462,96.306,0,0,0,0,0,0
3169,M03169,L,301.184,312.784,1362.911,14.901,117.937,0,0,0,0,0,0
3170,M03170,M,301.75,309.87,1617.176,35.37,0.0,0,0,0,0,0,0
3171,M03171,H,296.893,306.71,1293.194,34.461,54.736,0,0,0,0,0,0
3172,M03172,M,300.116,310.858,1457.361,42.41,229.961,0,0,0,0,0,0
3173,M03173,M,299.463,309.893,1251.045,48.38,119.381,0,0,0,0,0,0
3174,M03174,H,299.826,308.292,1817.482,41.928,159.297,0,0,0,0,0,0
3175,M03175,M,299.576,308.258,1347.132,60.086,149.131,1,0,1,0,0,0
3176,M03176,L,298.679,309.024,1159.628,34.75,112.421,0,0,0,0,0,0
3177,M03177,H,293.964,304.577,1142.21,20.123,58.195,0,0,0,0,0,0
3178,M03178,L,302.324,310.995,1481.205,42.78,81.509,0,0,0,0,0,0
3179,M03179,L,300.66,311.131,1399.225,34.551,257.089,0,0,0,0,0,0
3180,M03180,M,297.031,305.213,1642.719,29.143,82.671,0,0,0,0,0,0
3181,M03181,H,300.946,311.696,1448.274,37.025,240.517,0,0,0,0,0,0
3182,M03182,L,299.105,308.045,1756.513,32.166,90.928,0,0,0,0,0,0
3183,M03183,L,299.162,309.259,1415.208,33.152,97.657,0,0,0,0,0,0
3184,M03184,L,298.463,308.358,1725.826,55.225,125.35,0,0,0,0,0,0
3185,M03185,L,301.074,312.467,1290.437,41.243,107.673,0,0,0,0,0,0
3186,M03186,L,298.4,308.691,1169.267,37.346,54.302,0,0,0,0,0,0
3187,M03187,M,297.806,307.087,1318.866,55.976,119.005,1,0,1,0,0,0
3188,M03188,H,302.263,312.695,1251.677,37.045,16.949,0,0,0,0,0,0
3189,M03189,L,299.642,312.213,1227.061,27.699,145.509,0,0,0,0,0,0
3190,M03190,L,299.705,310.593,1591.003,26.735,135.736,0,0,0,0,0,0
3191,M03191,L,301.385,311.314,1441.85,39.2,170.989,0,0,0,0,0,0
3192,M03192,L,298.665,307.664,1531.191,23.577,85.221,0,0,0,0,0,0
3193,M03193,M,299.064,308.324,1616.061,28.275,171.681,0,0,0,0,0,0
3194,M03194,M,300.611,311.427,1129.147,36.187,150.147,0,0,0,0,0,0
3195,M03195,M,296.917,305.854,1625.385,51.319,128.926,0,0,0,0,0,0
3196,M03196,L,300.442,310.445,1234.855,52.918,258.397,0,0,0,0,0,0
3197,M03197,M,298.489,310.214,1373.1,46.596,152.957,0,0,0,0,0,0
3198,M03198,L,301.711,311.891,1100.0,39.961,87.529,1,0,0,0,0,1
3199,M03199,L,301.093,309.798,1644.008,34.296,227.54,0,0,0,0,0,0
3200,M03200,H,300.829,313.443,1128.406,43.884,155.715,0,0,0,0,0,0
3201,M03201,M,296.786,308.901,1235.976,57.82,244.518,1,0,1,0,0,0
